osd,source_name,sample_name,organism,material_type,measurement_types,technology_types,device_platforms,data_files
OSD-168,RR1_BSL_M5,Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep2_M5,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M5-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_BSL_M7,Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep3_M7,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M7-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_BSL_M8,Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep4_M8,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M8-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_BSL_M10,Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep5_M10,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M10-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_VIV_M16,Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep1_M16,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M16-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_VIV_M17,Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep2_M17,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M17-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_VIV_M18,Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep3_M18,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M18-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_VIV_M19,Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep4_M19,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M19-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_VIV_M20,Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep5_M20,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M20-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_VIV_M16,Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep1_M16,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M16-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_VIV_M17,Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep2_M17,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M17-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_VIV_M18,Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep3_M18,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M18-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_VIV_M19,Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep4_M19,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M19-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_VIV_M20,Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep5_M20,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-VIV-M20-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_GC_M36,Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep1_M36,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M36-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_GC_M37,Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep2_M37,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M37-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_GC_M38,Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep3_M38,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M38-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_GC_M39,Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep4_M39,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M39-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_GC_M40,Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep5_M40,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M40-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_GC_M36,Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M36-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_GC_M37,Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M37-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_GC_M38,Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M38-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_GC_M39,Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M39-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_GC_M40,Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-GC-M40-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_FLT_M25,Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M25-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_FLT_M26,Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M26-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_FLT_M28,Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M28-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_FLT_M29,Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M29-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_FLT_M30,Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M30-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_FLT_M25,Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M25-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_FLT_M26,Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M26-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_FLT_M28,Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M28-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_FLT_M29,Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M29-LVR-RNA-ALQ3.tar.gz
OSD-168,RR1_FLT_M30,Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-FLT-M30-LVR-RNA-ALQ3.tar.gz
OSD-168,RR3_BSL_B2,Mmus_BAL-TAL_LVR_RR3_BSL_wERCC_Rep1_B2,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-BSL-B2-LVR-RNA.tar.gz
OSD-168,RR3_BSL_B4,Mmus_BAL-TAL_LVR_RR3_BSL_wERCC_Rep2_B4,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-BSL-B4-LVR-RNA.tar.gz
OSD-168,RR3_BSL_B6,Mmus_BAL-TAL_LVR_RR3_BSL_wERCC_Rep3_B6,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-BSL-B6-LVR-RNA.tar.gz
OSD-168,RR3_BSL_B7,Mmus_BAL-TAL_LVR_RR3_BSL_wERCC_Rep4_B7,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-BSL-B7-LVR-RNA.tar.gz
OSD-168,RR3_GC_G1,Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep1_G1,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-GC-G1-LVR-RNA.tar.gz
OSD-168,RR3_GC_G2,Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep2_G2,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-GC-G2-LVR-RNA.tar.gz
OSD-168,RR3_GC_G3,Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep3_G3,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-GC-G3-LVR-RNA.tar.gz
OSD-168,RR3_GC_G5,Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep4_G5,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-GC-G5-LVR-RNA.tar.gz
OSD-168,RR3_FLT_F1,Mmus_BAL-TAL_LVR_RR3_FLT_wERCC_Rep1_F1,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-FLT-F1-LVR-RNA.tar.gz
OSD-168,RR3_FLT_F2,Mmus_BAL-TAL_LVR_RR3_FLT_wERCC_Rep2_F2,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-FLT-F2-LVR-RNA.tar.gz
OSD-168,RR3_FLT_F3,Mmus_BAL-TAL_LVR_RR3_FLT_wERCC_Rep3_F3,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-FLT-F3-LVR-RNA.tar.gz
OSD-168,RR3_FLT_F4,Mmus_BAL-TAL_LVR_RR3_FLT_wERCC_Rep4_F4,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR3-FLT-F4-LVR-RNA.tar.gz
OSD-488,GC11,GC11_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC12,GC12_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC13,GC13_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC14,GC14_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC15,GC15_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC16,GC16_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC17,GC17_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC18,GC18_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC19,GC19_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,GC20,GC20_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv11,Viv11_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv12,Viv12_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv13,Viv13_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv14,Viv14_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv15,Viv15_sol,Mus musculus,Soleus,Protein Quantification,Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8,Not Available
OSD-488,Viv16,Viv16_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv17,Viv17_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv18,Viv18_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv19,Viv19_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,Viv20,Viv20_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F11,F11_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F12,F12_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F13,F13_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F14,F14_sol,Mus musculus,Soleus,Protein Quantification,Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8,Not Available
OSD-488,F15,F15_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F16,F16_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F17,F17_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F18,F18_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F19,F19_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,F20,F20_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_GC_M11,M11_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_GC_M12,M12_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_GC_M13,M13_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_GC_M14,M14_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_VIV_M31,M31_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_VIV_M32,M32_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_VIV_M39,M39_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_VIV_M40,M40_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_FLT_M21,M21_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
OSD-488,RR1_FLT_M22,M22_sol,Mus musculus,Soleus,Calcium Uptake | Protein Quantification,Spectrofluorimetric Assay | Western Blot,BioRad ChemiDoc-2 | BioRad ChemiDoc-3 | BioRad ChemiDoc-4 | BioRad ChemiDoc-5 | BioRad ChemiDoc-6 | BioRad ChemiDoc-7 | BioRad ChemiDoc-8 | Molecular Devices M2 plate reader,Not Available
